"Year"	"Month"	"State"	"Location"	"Food"	"Ingredient"	"Species"	"Serotype"	"Status"	"Illnesses"	"Hospitalizations"	"Fatalities"
2013	"September"	"Kentucky"	"Restaurant"	"Chicken; Fajita, Beef"	"Chicken; Steak"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	14	6	1
2013	"September"	"Louisiana"	"Restaurant"	"Pork Fried Rice"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	3	0	0
2013	"September"	"Massachusetts"	"Fair/Festival"	"Turkey Leg"	"Turkey"	"Salmonella enterica"	"Braenderup"	"Confirmed"	4	0	0
2013	"September"	"Michigan"	"Banquet Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	13	0	0
2013	"September"	"Minnesota"	"Catering Service"	"Red Beans And Rice; Chicken, Grilled; Brat"	"NA"	"Unkown"	"Unkown"	"Pending"	22	0	0
2013	"September"	"Missouri"	"Private Home/Residence"	"Turkey"	"Turkey"	"Salmonella enterica"	"Muenchen"	"Confirmed"	14	1	0
2013	"September"	"Multistate"	"Private Home/Residence"	"Mexican Style Cheese, Pasteurized"	"NA"	"Listeria monocytogenes"	"Unkown"	"Confirmed"	9	8	1
2013	"September"	"Nebraska"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	11	0	0
2013	"September"	"New York"	"Restaurant"	"Unkown"	"NA"	"Hepatitis A"	"Unkown"	"Confirmed"	9	2	0
2013	"September"	"New York"	"Restaurant"	"Fruit"	"Fruit, Unspecified"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	31	0	0
2013	"September"	"North Carolina"	"Religious Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"September"	"North Dakota"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"September"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"September"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	3	0	0
2013	"September"	"Ohio"	"Private Home/Residence"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Suspected"	7	1	0
2013	"September"	"Ohio"	"Restaurant"	"Prime Rib And Aus Jus"	"NA"	"Salmonella enterica"	"I 4,[5],12:i:-"	"Confirmed"	32	8	0
2013	"September"	"Ohio"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup I"	"GI_6"	"Confirmed"	97	0	0
2013	"September"	"Ohio"	"Fast Food Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	2	0	0
2013	"September"	"Ohio"	"Unkown"	"Apple Cider, Unpasteurized"	"NA"	"Cryptosporidium unknown"	"Unkown"	"Confirmed"	8	0	0
2013	"September"	"Ohio"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	4	0	0
2013	"September"	"Oregon"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"GI_3B"	"Confirmed"	6	0	0
2013	"September"	"Oregon"	"Private Home/Residence"	"Oysters, Raw"	"Oysters"	"Vibrio parahaemolyticus"	"Unkown"	"Suspected"	5	0	0
2013	"September"	"Oregon"	"Restaurant"	"Raw Oysters"	"Oysters"	"Vibrio parahaemolyticus"	"Unkown"	"Confirmed"	3	0	0
2013	"September"	"Oregon"	"Fast Food Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	3	0	0
2013	"September"	"Pennsylvania"	"Restaurant"	"Escolar Fish"	"NA"	"Scombroid toxin"	"Unkown"	"Confirmed"	5	0	0
2013	"September"	"Pennsylvania"	"Prison/Jail"	"Unkown"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	4	2	0
2013	"September"	"Pennsylvania"	"Religious Facility"	"Ham; Beef, Stroganoff"	"Ham; Gravy, Beef"	"Bacillus cereus; Staphylococcus aureus"	"Unkown"	"Suspected"	13	0	0
2013	"September"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	7	0	0
2013	"September"	"Puerto Rico"	"Private Home/Residence"	"Fish, Kingfish"	"NA"	"Ciguatoxin"	"Unkown"	"Suspected"	2	1	0
2013	"September"	"Puerto Rico"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
2013	"September"	"Rhode Island"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2013	"September"	"Rhode Island"	"Restaurant"	"Unkown"	"NA"	"Listeria monocytogenes"	"Unkown"	"Confirmed"	4	2	2
2013	"September"	"South Carolina"	"Restaurant"	"Pork, Bbq"	"Pork"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	11	1	0
2013	"September"	"South Carolina"	"Catering Service"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	40	0	0
2013	"September"	"South Carolina"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	1	0
2013	"September"	"South Carolina"	"Unkown"	"Oysters, Raw"	"Oysters"	"Vibrio cholerae"	"Other"	"Confirmed"	3	3	1
2013	"September"	"Tennessee"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"September"	"Tennessee"	"Restaurant"	"Chicken Based Food; Salsa; Cheese"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
2013	"September"	"Tennessee"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Thompson"	"Confirmed"	11	0	0
2013	"September"	"Virginia"	"Fast Food Restaurant; Hospital"	"Chicken, Curry; Spinach, Unspecified; White Rice"	"NA"	"Unkown"	"Unkown"	"Pending"	7	0	0
2013	"September"	"Washington"	"Catering Service"	"Unkown"	"NA"	"Campylobacter unknown"	"Unkown"	"Confirmed"	8	0	0
2013	"September"	"Washington"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	5	0	0
2013	"October"	"Alabama"	"Religious Facility"	"White Beans With Ham"	"NA"	"Salmonella enterica"	"Senftenberg"	"Confirmed"	50	3	0
2013	"October"	"Alaska"	"Unkown"	"Clams, Butter"	"Clams"	"Paralytic shellfish poison"	"Unkown"	"Confirmed"	2	0	0
2013	"October"	"Alaska"	"Restaurant"	"Beans And Rice"	"NA"	"Clostridium perfringens"	"Unkown"	"Suspected"	3	0	0
2013	"October"	"California"	"Fast Food Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	3	0	0
2013	"October"	"California"	"School/College/University"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	56	1	0
2013	"October"	"California"	"Unkown"	"Fish, Codfish"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	21	3	0
2013	"October"	"California"	"Restaurant"	"Rice, Unspecified"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2013	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2013	"October"	"California"	"Fast Food Restaurant"	"Salsa"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	4	0	0
2013	"October"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	10	0	0
2013	"October"	"California"	"Child Daycare"	"Green Beans"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	8	1	0
2013	"October"	"Colorado"	"Fast Food Restaurant"	"Sandwich, Cucumber"	"Cucumber"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	9	1	0
2013	"October"	"Connecticut"	"Banquet Facility"	"Hors D'Oeuvres; Water; Ice, Unspecified"	"NA"	"Norovirus genogroup I"	"Other"	"Confirmed"	34	0	0
2013	"October"	"Connecticut"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_7"	"Confirmed"	32	1	0
2013	"October"	"Florida"	"Restaurant"	"Eclair, Unspecified"	"NA"	"Bacillus cereus"	"Unkown"	"Suspected"	3	0	0
2013	"October"	"Georgia"	"Fast Food Restaurant"	"Pizza"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	6	0	0
2013	"October"	"Hawaii"	"Catering Service"	"Macaroni Salad; Chicken And Rice"	"NA"	"Unkown"	"Unkown"	"Pending"	28	0	0
2013	"October"	"Illinois"	"Fast Food Restaurant"	"Tuscan Chicken Subs; Tuscan Chicken Salads"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
2013	"October"	"Illinois"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	11	0	0
2013	"October"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	8	0	0
2013	"October"	"Indiana"	"Unkown"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	8	2	0
2013	"October"	"Iowa"	"Private Home/Residence"	"Apple Cider, Unpasteurized"	"Apple Cider, Unpasteurized"	"Cryptosporidium hominis; Cryptosporidium parvum; Cryptosporidium"	"Unkown"	"Confirmed and Suspected"	10	1	0
2013	"October"	"Kentucky"	"Fast Food Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	1	0
2013	"October"	"Maryland"	"Private Home/Residence"	"Bear, Unspecified"	"Bear"	"Trichinella spiralis"	"Unkown"	"Confirmed"	3	2	0
2013	"October"	"Minnesota"	"Private Home/Residence"	"Fruit"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	10	0	0
2013	"October"	"Minnesota"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_3 "	"Confirmed"	17	1	0
2013	"October"	"Multistate"	"Catering Service"	"Romaine Lettuce, Unspecified"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	33	9	0
2013	"October"	"Multistate"	"Child Daycare; School/College/University"	"Rice, Spanish"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	57	0	0
2013	"October"	"Nevada"	"Private Home/Residence"	"Unkown"	"NA"	"Salmonella enterica"	"Infantis"	"Confirmed"	97	6	0
2013	"October"	"New Jersey"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Oranienburg"	"Confirmed"	6	0	0
2013	"October"	"New York"	"Restaurant"	"Unkown"	"NA"	"Campylobacter jejuni"	"Unkown"	"Suspected"	3	2	0
2013	"October"	"North Dakota"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unknown"	"Confirmed"	63	0	0
2013	"October"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	3	0	0
2013	"October"	"Ohio"	"Unkown"	"Milk, Whole Milk Unpasteurized"	"Milk, Whole Milk Unpasteurized"	"Campylobacter; Cryptosporidium"	"Unkown"	"Suspected"	9	1	0
2013	"October"	"Ohio"	"Restaurant"	"Ground Beef, Hamburger; Caesar Dressing"	"Ground Beef; Egg"	"Salmonella enterica"	"Lomalinda"	"Confirmed"	2	0	0
2013	"October"	"Oklahoma"	"Prison/Jail"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	133	11	0
2013	"October"	"Pennsylvania"	"Unkown"	"Apple Cider, Unpasteurized"	"Apple Cider, Unpasteurized"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	10	5	0
2013	"October"	"Pennsylvania"	"Restaurant"	"Ground Beef, Hamburger"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	24	8	0
2013	"October"	"Puerto Rico"	"Private Home/Residence"	"Fish, Unspecified"	"NA"	"Ciguatoxin"	"Unkown"	"Suspected"	2	0	0
2013	"October"	"Rhode Island"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	8	0	0
2013	"October"	"Tennessee"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_6"	"Suspected"	13	0	0
2013	"October"	"Tennessee"	"Unkown"	"Milk, Unpasteurized"	"Milk, Whole Milk Unpasteurized"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	9	5	0
2013	"October"	"Tennessee"	"Restaurant"	"Chicken"	"Chicken"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	3	0	0
2013	"October"	"Utah"	"Unkown"	"Milk, Whole Milk Unpasteurized"	"Milk, Whole Milk Unpasteurized"	"Salmonella enterica"	"Montevideo"	"Confirmed"	2	0	0
2013	"October"	"Washington"	"Restaurant"	"Salsa; Pickeled Carrot And Peppers"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	3	0	0
2013	"October"	"Wisconsin"	"Private Home/Residence"	"Unkown"	"NA"	"Cryptosporidium parvum; Cryptosporidium unknown"	"IIaA17G2R1"	"Confirmed"	11	3	0
2013	"November"	"Alaska"	"Restaurant"	"Sushi, Unspecified"	"Fish"	"Unkown"	"Unkown"	"Pending"	5	0	0
2013	"November"	"Alaska"	"Unkown"	"Chicken"	"Chicken"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	4	0	0
2013	"November"	"Arizona"	"Fast Food Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2013	"November"	"Arizona"	"Catering Service"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	75	0	0
2013	"November"	"Arizona"	"Unknown"	"Unkown"	"NA"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	6	3	0
2013	"November"	"California"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	3	0	0
2013	"November"	"California"	"Restaurant"	"Sandwich, Tuna Salad"	"NA"	"Staphylococcus aureus; Bacillus cereus"	"Unkown"	"Suspected"	4	0	0
2013	"November"	"California"	"Restaurant"	"Ice Cream, With Fresh Berries"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	11	0	0
2013	"November"	"California"	"Restaurant"	"Rice, Spanish"	"NA"	"Unkown"	"Unkown"	"Pending"	5	0	0
2013	"November"	"California"	"Fast Food Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
2013	"November"	"Colorado"	"Private Home/Residence"	"Turkey"	"NA"	"Salmonella enterica"	"Saintpaul"	"Confirmed"	11	4	0
2013	"November"	"Colorado"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	27	0	0
2013	"November"	"Florida"	"Restaurant"	"Italian Submarine Sandwich"	"Bread, White; Ham; Salami, Pork; Pepperroni"	"Norovirus unknown"	"Unkown"	"Suspected"	4	0	0
2013	"November"	"Florida"	"Restaurant"	"Turkey And Stuffing"	"Gravy, Chicken; Turkey"	"Clostridium perfringens"	"Unkown"	"Suspected"	14	0	0
2013	"November"	"Florida"	"Private Home/Residence"	"Fish, Snapper"	"NA"	"Ciguatoxin"	"Unkown"	"Confirmed"	2	0	0
2013	"November"	"Georgia"	"Restaurant"	"Spaghetti, Unspecified; Eggplant, Unspecified"	"NA"	"Norovirus genogroup I"	"Unknown"	"Confirmed"	5	0	0
2013	"November"	"Illinois"	"Restaurant"	"Pizza, Vegetable; Lettuce Based Salads"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"November"	"Illinois"	"Restaurant"	"Lettuce Based Salads"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"November"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	6	0	0
2013	"November"	"Illinois"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	19	0	0
2013	"November"	"Indiana"	"Unkown"	"Unkown"	"NA"	"Campylobacter"	"Unkown"	"Confirmed"	3	3	0
2013	"November"	"Indiana"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	9	1	0
2013	"November"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"November"	"Michigan"	"Restaurant"	"Thai Chicken Lettuce Wrap; Salad, Unspecified; Chicken, Grilled"	"Egg; Egg; Egg"	"Salmonella enterica"	"Enteritidis"	"Confirmed"	62	2	0
2013	"November"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	5	0	0
2013	"November"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Suspected"	19	0	0
2013	"November"	"Minnesota"	"Restaurant"	"Salads; Dessert Unspecified"	"NA"	"Norovirus genogroup II"	"GII_3 "	"Suspected"	4	0	0
2013	"November"	"Missouri"	"Restaurant"	"Lettuce-Based Salads Unspecified"	"NA"	"Norovirus genogroup II"	"GII_2"	"Confirmed"	20	0	0
2013	"November"	"Missouri"	"Private Home/Residence"	"Chicken Mole"	"Chicken"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	7	3	0
2013	"November"	"Missouri"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
2013	"November"	"Multistate"	"Unkown"	"Cashew Cheese, Raw"	"NA"	"Salmonella enterica"	"Stanley"	"Confirmed"	18	4	0
2013	"November"	"Multistate"	"Unkown"	"Fish, Tilapia"	"NA"	"Salmonella enterica"	"Javiana"	"Confirmed"	33	6	0
2013	"November"	"New York"	"School/College/University"	"Black Bean Casserole; Rice"	"Black Beans; Rice, Long Grain"	"Clostridium perfringens"	"Unkown"	"Suspected"	19	0	0
2013	"November"	"New York"	"Restaurant"	"Duck"	"Duck"	"Campylobacter"	"Unkown"	"Confirmed"	2	1	0
2013	"November"	"North Dakota"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	6	0	0
2013	"November"	"North Dakota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Suspected"	5	0	0
2013	"November"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_4 Sydney (2012)"	"Confirmed"	7	0	0
2013	"November"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
2013	"November"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"GI_3B"	"Confirmed"	6	0	0
2013	"November"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_6"	"Confirmed"	16	1	0
2013	"November"	"Ohio"	"Private Home/Residence"	"Stuffing/Dressing"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	2	1	0
2013	"November"	"Rhode Island"	"Private Home/Residence"	"Fish, Puffer Unspecified"	"Fish, Puffer Unspecified"	"Chemical or toxin"	"Unkown"	"Confirmed"	2	2	0
2013	"November"	"South Carolina"	"Unkown"	"Fish, Lionfish"	"Fish,Other"	"Ciguatoxin"	"Unkown"	"Confirmed"	4	1	0
2013	"November"	"South Carolina"	"School/College/University"	"Turkey And Gravy"	"Turkey"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	23	0	0
2013	"November"	"Tennessee"	"Prison/Jail"	"Chicken"	"Chicken"	"Salmonella enterica"	"Heidelberg"	"Confirmed"	24	3	0
2013	"November"	"Tennessee"	"Restaurant; Private Home/Residence"	"Turkey, Smoked"	"NA"	"Unkown"	"Unkown"	"Pending"	11	0	0
2013	"November"	"Texas"	"Private Home/Residence"	"Turshi"	"NA"	"Clostridium botulinum"	"Unkown"	"Suspected"	4	4	0
2013	"November"	"Virginia"	"Private Home/Residence; Catering Service"	"Turkey; Stuffing, Unspecified; Potato, Mashed"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
2013	"November"	"Virginia"	"Unkown"	"Unkown"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	3	2	0
2013	"November"	"Washington"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	3	0	0
2013	"November"	"Washington"	"Restaurant"	"Chicken"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	3	0	0
2013	"November"	"Washington"	"Restaurant"	"Tuna, Raw"	"Tuna"	"Scombroid toxin"	"Unkown"	"Confirmed"	3	0	0
2013	"November"	"Wisconsin"	"Restaurant"	"Chicken"	"NA"	"Clostridium perfringens"	"Unkown"	"Confirmed"	12	0	0
2013	"November"	"Wisconsin"	"Grocery Store"	"Unkown"	"NA"	"Salmonella enterica"	"Ohio"	"Suspected"	2	1	0
2013	"December"	"California"	"Restaurant"	"Multiple Foods"	"NA"	"Unkown"	"Unkown"	"Pending"	2	0	0
2013	"December"	"California"	"Restaurant"	"Tortilla Chips"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	5	0	0
2013	"December"	"California"	"Restaurant"	"Guacamole, Unspecified; Guacamole, Unspecified"	"NA"	"Norovirus unknown"	"Unkown"	"Suspected"	5	0	0
2013	"December"	"California"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	11	0	0
2013	"December"	"California"	"Fast Food Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"December"	"California"	"Fast Food Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"December"	"Colorado"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	9	0	0
2013	"December"	"Colorado"	"Restaurant"	"Unkown"	"NA"	"Chemical or toxin"	"Unkown"	"Suspected"	3	0	0
2013	"December"	"Connecticut"	"Catering Service"	"Sushi, Unspecified"	"NA"	"Norovirus genogroup II"	"GII_7"	"Confirmed"	22	0	0
2013	"December"	"Connecticut"	"Catering Service"	"Sandwich, Submarine"	"NA"	"Norovirus genogroup II"	"GII_2"	"Confirmed"	12	0	0
2013	"December"	"Connecticut"	"Restaurant"	"Lettuce"	"NA"	"Escherichia coli, Shiga toxin-producing"	"O157:H7"	"Confirmed"	9	8	0
2013	"December"	"Florida"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	8	0	0
2013	"December"	"Florida"	"Private Home/Residence"	"Fish, Grouper"	"Fish, Grouper"	"Ciguatoxin"	"Unkown"	"Confirmed"	4	0	0
2013	"December"	"Florida"	"Restaurant"	"Unkown"	"NA"	"Staphylococcus aureus"	"Unkown"	"Suspected"	5	0	0
2013	"December"	"Georgia"	"Catering Service"	"Turkey, Smoked"	"Turkey"	"Clostridium perfringens"	"Unkown"	"Confirmed"	131	0	0
2013	"December"	"Georgia"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unknown"	"Suspected"	3	0	0
2013	"December"	"Georgia"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	15	0	0
2013	"December"	"Georgia"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	23	0	0
2013	"December"	"Hawaii"	"School/College/University"	"Spaghetti W/Meat Sauce And Spaghetti W/Cheese"	"NA"	"Staphylococcus aureus"	"Unkown"	"Confirmed"	139	23	0
2013	"December"	"Illinois"	"Restaurant"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	13	0	0
2013	"December"	"Iowa"	"Private Home/Residence; Grocery Store; Religious Facility"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Confirmed"	25	1	0
2013	"December"	"Iowa"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	7	0	0
2013	"December"	"Kansas"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	215	2	0
2013	"December"	"Louisiana"	"Unkown"	"Unkown"	"NA"	"Norovirus genogroup I; Clostridium perfringens"	"Unkown"	"Confirmed"	9	0	0
2013	"December"	"Maryland"	"Catering Service"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	14	0	0
2013	"December"	"Maryland"	"Restaurant"	"Chicken, Curry; Chicken, Other"	"NA"	"Unkown"	"Unkown"	"Pending"	12	0	0
2013	"December"	"Massachusetts"	"Unkown"	"Unkown"	"NA"	"Listeria monocytogenes"	"Unkown"	"Confirmed"	2	2	0
2013	"December"	"Minnesota"	"Restaurant"	"Relish Tray"	"Bread, Baguette; Cheese; Fruit, Unspecified; Olives; Pickles"	"Unkown"	"Unkown"	"Pending"	9	0	0
2013	"December"	"Minnesota"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup I"	"Unkown"	"Confirmed"	4	0	0
2013	"December"	"Minnesota"	"Restaurant; Banquet Facility"	"Fruit"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	64	0	0
2013	"December"	"Minnesota"	"Fast Food Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	4	0	0
2013	"December"	"Minnesota"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	6	0	0
2013	"December"	"Nebraska"	"Unkown"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Confirmed"	4	0	0
2013	"December"	"New Hampshire"	"Banquet Facility"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	16	0	0
2013	"December"	"New York"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	11	0	0
2013	"December"	"New York"	"Restaurant"	"Rice Pilaf"	"NA"	"Unkown"	"Unkown"	"Pending"	3	0	0
2013	"December"	"New York"	"Restaurant"	"Fish Hot Pot; Beef Lung In Chili Sauce; Pork Kidney And Chicken Dish"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	43	1	0
2013	"December"	"New York"	"Restaurant"	"Pork, Other; Shrimp, Fried"	"Shrimp"	"Unkown"	"Unkown"	"Pending"	5	0	0
2013	"December"	"New York"	"Restaurant"	"Unkown"	"NA"	"Salmonella enterica"	"Newport"	"Confirmed"	3	0	0
2013	"December"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus genogroup II"	"GII_6"	"Confirmed"	43	0	0
2013	"December"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	5	0	0
2013	"December"	"Ohio"	"Private Home/Residence"	"Unkown"	"NA"	"Unkown"	"Unkown"	"Pending"	25	0	0
2013	"December"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	6	0	0
2013	"December"	"Ohio"	"Unkown"	"Landjaeger"	"NA"	"Bacillus cereus"	"Unkown"	"Confirmed"	5	0	0
2013	"December"	"Ohio"	"Restaurant"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	5	0	0
2013	"December"	"Ohio"	"Banquet Facility"	"Unkown"	"NA"	"Norovirus"	"Unkown"	"Suspected"	9	0	0
2013	"December"	"Ohio"	"Private Home/Residence"	"Steak"	"NA"	"Salmonella enterica"	"Typhimurium"	"Confirmed"	2	2	0
2013	"December"	"Oklahoma"	"Catering Service"	"Unkown"	"NA"	"Norovirus genogroup II"	"Unkown"	"Confirmed"	55	0	0
2013	"December"	"Oregon"	"Religious Facility"	"Unkown"	"NA"	"Norovirus genogroup I"	"GI_3B"	"Confirmed"	18	0	0
2013	"December"	"Oregon"	"Restaurant"	"Pate, Chicken Liver"	"NA"	"Campylobacter jejuni"	"Unkown"	"Confirmed"	6	0	0
2013	"December"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	45	1	0
2013	"December"	"Pennsylvania"	"Restaurant"	"Unkown"	"NA"	"Norovirus unknown"	"Unkown"	"Confirmed"	5	0	0
